compound_abcnews,pos_abcnews,neg_abcnews,neu_abcnews,tweet_abcnews,tweet_time_abcnews,tweet_ago_abcnews,compound_CNN,pos_CNN,neg_CNN,neu_CNN,tweet_CNN,tweet_time_CNN,tweet_ago_CNN,compound_CBS,pos_CBS,neg_CBS,neu_CBS,tweet_CBS,tweet_time_CBS,tweet_ago_CBS,compound_nytimes,pos_nytimes,neg_nytimes,neu_nytimes,tweet_nytimes,tweet_time_nytimes,tweet_ago_nytimes,compound_BBC,pos_BBC,neg_BBC,neu_BBC,tweet_BBC,tweet_time_BBC,tweet_ago_BBC,compound_NPR,pos_NPR,neg_NPR,neu_NPR,tweet_NPR,tweet_time_NPR,tweet_ago_NPR
0.5859,0.257,0.0,0.743,Winx sets Group One world record with Chipping Norton Stakes win https://t.co/jubC6UToZr,2019-03-02 05:05:22+00:00,12.37,0.7506,0.274,0.0,0.726,"President Trump has a perfect veto-free record so far, the result of support from Senate Majority Leader Mitch McCo… https://t.co/yi9a3JaeOp",2019-03-02 17:14:03+00:00,7.93,0.5106,0.121,0.0,0.879,"RT @etnow: #ACMAwards - Single of the Year
Down to the Honky Tonk – Jake Owen
Heaven – Kane Brown
Meant To Be – Bebe Rexha ft. Florida Geor…",2019-02-20 14:01:11+00:00,0.08,-0.7506,0.0,-0.314,0.686,Lynchings have long been associated with violence against African-Americans. Now descendants of Latino victims are… https://t.co/nVLltqfsCj,2019-03-02 16:00:06+00:00,14.98,-0.8016,0.0,-0.315,0.685,"RT @BBCBreakfast: ⚠️ Break in case of emergency! ⚠️
We gave @mrdanwalker a little present to open when the going got tough on the #ReturnTo…",2019-02-28 12:28:33+00:00,24.92,0.3612,0.106,0.0,0.894,"The Jonas Brothers may not quite be in the year 3000, but ""Sucker"" still serves a grown-up vision of them we didn't… https://t.co/zGuJ7Hizbm",2019-03-02 06:32:00+00:00,29.0
-0.7506,0.061,-0.333,0.606,That mountain lion strangled by a man escaping an attack was probably an orphaned cub https://t.co/KO4Qx9rHJ1,2019-03-02 04:53:00+00:00,94.6,0.0,0.0,0.0,1.0,"Satellite images show Guerneville, California, before and after flooding. These are views of the Russian River in O… https://t.co/P1LQqPo7WP",2019-03-02 17:06:07+00:00,9.02,-0.3182,0.0,-0.103,0.897,"RT @etnow: #ACMAwards - Album of the Year
Dan + Shay – Dan + Shay
Desperate Man – Eric Church
From A Room: Volume 2 – Chris Stapleton
Golde…",2019-02-20 14:01:06+00:00,5.82,-0.1531,0.111,-0.135,0.754,"Mexico isn’t paying for President Trump’s wall, but it is helping his agenda by blocking migrants at border towns a… https://t.co/tUWwLbvzq7",2019-03-02 15:45:07+00:00,14.97,-0.4019,0.0,-0.124,0.876,"RT @VictoriaLIVE: 1,000,000 plastic bottles are purchased EVERY minute globally.

This is the scale of our plastic pollution problem.

But…",2019-02-28 12:03:38+00:00,2.5,0.0,0.0,0.0,1.0,"Walmart's U.S. CEO is telling store managers they should make ""every effort"" to provide new job options for greeter… https://t.co/vvplQhLDZu",2019-03-02 06:03:00+00:00,31.0
0.0,0.0,0.0,1.0,Hobart sets new record for hottest March day ever in Tasmania https://t.co/EjlALvjG1N,2019-03-02 03:18:24+00:00,6.37,0.0,0.0,0.0,1.0,What William Barr's work under Bush 41 tells us about how he'll handle his new job https://t.co/ocExYPPWFW https://t.co/MdvNTkAONO,2019-03-02 16:57:06+00:00,11.03,0.3818,0.115,0.0,0.885,"RT @CBSThisMorning: JUST NOMINATED for Entertainer of the Year: 

➡️ @Jason_Aldean
➡️ @LukeBryanOnline
➡️ @KennyChesney
➡️ @ChrisStapleton,…",2019-02-20 13:55:17+00:00,0.07,0.0,0.0,0.0,1.0,"""History isn't what happened. It's who tells the story,"" says Sally Roesch Wagner https://t.co/10h3bLxpDB",2019-03-02 15:30:09+00:00,15.1,0.0,0.0,0.0,1.0,"How has social media changed our eating habits?  📸 🍔 🥑
👉 https://t.co/EJbQX0dAGJ https://t.co/s1FBzWUupr",2019-02-28 12:01:08+00:00,85.88,0.3182,0.161,0.0,0.839,Cardi B And Bruno Mars Take Over The Taqueria In 'Please Me' Video https://t.co/BzJ3nVhqqg,2019-03-02 05:32:00+00:00,30.0
-0.5574,0.0,-0.217,0.783,Woman who died with rare bone disease finds 'forever home' in museum exhibit https://t.co/MnwRdNnnds,2019-03-02 03:12:02+00:00,0.0,0.1531,0.091,0.0,0.909,Is it climate change or global warming? How science and a secret memo shaped the answer https://t.co/oKE2t9UPst https://t.co/FL2fOiNBZt,2019-03-02 16:46:04+00:00,11.0,0.0,0.0,0.0,1.0,"RT @CBSThisMorning: JUST NOMINATED for Female Artist of the Year: 

➡️ @mirandalambert
➡️ @AshleyMcBryde
➡️ @MarenMorris
➡️ @KaceyMusgraves…",2019-02-20 13:55:13+00:00,0.05,0.7579,0.255,0.0,0.745,Looking for your next great read? Here are 12 new books coming out in March our editors are excited about. https://t.co/SrTX7ivwLj,2019-03-02 15:15:03+00:00,14.93,0.7955,0.252,0.0,0.748,"RT @BBCBreakfast: 💪 You can do it @mrdanwalker!! 
Your fabulous friends have some motivational messages for you as you take on #ReturnToKil…",2019-02-28 10:35:15+00:00,8.32,0.2732,0.11,0.0,0.89,A bipartisan group of Texas lawmakers have announced plans to address surprise medical bills in a way they believe… https://t.co/62M8diNjmW,2019-03-02 05:02:00+00:00,30.0
-0.5267,0.0,-0.268,0.732,Pilot who lied about licence discovered after 'some strange turns' over Swiss Alps https://t.co/ZL7TCakHZX,2019-03-02 03:12:02+00:00,13.32,0.0,0.0,0.0,1.0,"Vermont Sen. Bernie Sanders is scheduled to speak Brooklyn, New York, at 11:30 a.m. ET today. Follow the event live… https://t.co/UCI2aMUKAt",2019-03-02 16:35:04+00:00,4.93,0.0,0.0,0.0,1.0,"RT @CBSThisMorning: JUST NOMINATED for Male Artist of the Year: 

➡️ @DierksBentley
➡️ @lukecombs
➡️ @ThomasRhett
➡️ @ChrisStapleton 
➡️ @K…",2019-02-20 13:55:10+00:00,4.38,0.0,0.0,0.0,1.0,Britain’s High Court ruled that ordering landlords to check prospective tenants’ immigration status leads to racial… https://t.co/VLNcjm4c8p,2019-03-02 15:00:07+00:00,15.03,0.0,0.0,0.0,1.0,RT @BBC6Music: Tickets for #6MusicFest in Liverpool are now on sale https://t.co/YPlEOrEGK5 https://t.co/uFIqeQ9n5g,2019-02-28 10:26:56+00:00,35.72,0.0772,0.067,0.0,0.933,"The U.S. Consulate General in Jerusalem long served as a key diplomatic line to the Palestinian Authority.

Now, th… https://t.co/cPyEZpk3D5",2019-03-02 04:32:00+00:00,30.0
-0.1027,0.167,-0.192,0.641,Lamborghini abandoned in ditch owned by 'calmest guy in the world' https://t.co/9uA6C5v2sX,2019-03-02 02:58:43+00:00,18.3,0.0,0.0,0.0,1.0,"President Trump is scheduled to address the Conservative Political Action Conference today at 11:30 a.m. ET, follow… https://t.co/vyf4oBMvy7",2019-03-02 16:30:08+00:00,1.35,0.0,0.0,0.0,1.0,"RT @CBSThisMorning: JUST NOMINATED for Group of the Year: 

➡️ @LadyAntebellum
➡️ @LancoMusic
➡️ @LittleBigTown
➡️ @MidlandOfficial
➡️ @Old…",2019-02-20 13:50:47+00:00,0.37,0.0,0.0,0.0,1.0,"Jeff Bezos built his fortune by relying on what he has called a “regret minimization framework.” But now Bezos ""is… https://t.co/y6FEkZyU0j",2019-03-02 14:45:05+00:00,14.98,0.3818,0.12,0.0,0.88,"RT @bbcstories: “It’s not a black and ethnic minority community issue - it’s a societal problem”

Ros Griffiths helps young boys in London…",2019-02-28 09:51:13+00:00,50.13,-0.4767,0.0,-0.154,0.846,A group of researchers found that when physicians make an effort to reframe potentially unpleasant symptoms in a po… https://t.co/nqCyH4OLQs,2019-03-02 04:02:00+00:00,30.0
-0.4767,0.0,-0.279,0.721,Man dies five weeks after Sydney dog attack https://t.co/AjXFZlsYWX,2019-03-02 02:40:25+00:00,57.52,0.5859,0.202,0.0,0.798,"First lady Melania Trump is going on a tour for her “Be Best” initiative.

“She is focused on helping children,” he… https://t.co/JIkXryqfYl",2019-03-02 16:28:47+00:00,4.75,0.0,0.0,0.0,1.0,RT @ACMawards: So it begins! Nominations for the 54th annual #ACMawards are in and first up are our #ACMawards Song of the Year nominees @c…,2019-02-20 13:50:25+00:00,14.15,0.8462,0.28,0.0,0.72,"RT @LaraTakenaga: A lot has changed at @nytimes since 1969, but one thing in particular remains true: It takes an impressive global army to…",2019-03-02 14:30:06+00:00,2.93,0.5859,0.242,0.0,0.758,Mending jeans and charity shop gems: fashion expert @AliceWilby tries to convince #sustainablestudents to change th… https://t.co/orYeCy7WpQ,2019-02-28 09:01:05+00:00,59.98,0.0,0.0,0.0,1.0,"In his new book, primate behavior researcher Frans de Waal writes: ""emotions are everywhere in the animal kingdom,… https://t.co/N35MTfstm9",2019-03-02 03:32:00+00:00,30.0
-0.2023,0.0,-0.184,0.816,Man charged over alleged bogus property investment scheme https://t.co/KGAebxRibV,2019-03-02 01:42:54+00:00,39.6,0.0,0.0,0.0,1.0,More than 75 million are under winter weather alerts from the central Plains to the Northeast as a potent wintry mi… https://t.co/YVzWZd4jFF,2019-03-02 16:24:02+00:00,6.0,0.0,0.0,0.0,1.0,RT @CBSThisMorning: .@Reba is about to announce @ACMawards nominees LIVE on @CBS at 8:30 a.m.  #ACMAwards https://t.co/W2C110vm1W,2019-02-20 13:36:16+00:00,19.0,0.6124,0.238,0.0,0.762,"Scott Joplin, 1867-1917

A pianist and ragtime master, he wrote “The Entertainer"" and played a major role in anothe… https://t.co/mgIKOfZ5FO",2019-03-02 14:27:10+00:00,12.12,0.4404,0.162,0.0,0.838,"Thursday tagine? It's easy with @BBCFood. ✅
👉 https://t.co/Bfpd3d1V7W https://t.co/ky2tpsZMLt",2019-02-28 08:01:06+00:00,60.08,0.2263,0.095,0.0,0.905,"Canada says it will allow the extradition hearing against Meng Wanzhou, the chief financial officer at Chinese tech… https://t.co/lE1aY29CkW",2019-03-02 03:02:00+00:00,30.0
-0.1027,0.0,-0.135,0.865,Jellyfish expert warns of 'vicious' fish farm bloom cycle https://t.co/Ld3vnp4Wpx,2019-03-02 01:03:18+00:00,41.48,0.0,0.0,0.0,1.0,"Sen. Bernie Sanders will deliver some of his most deeply personal remarks at a campaign rally today in Brooklyn, ac… https://t.co/7BRjMjkIFQ",2019-03-02 16:18:02+00:00,5.98,0.0,0.0,0.0,1.0,RT @WorldsBestCBS: .@ArianaGrande + @TheTNTBoys = EVERYTHING ❤️🙌 #WorldsBest https://t.co/03gS2N44TI,2019-02-20 13:17:16+00:00,767.52,0.0,0.0,0.0,1.0,School districts that predominantly serve students of color received $23 billion less in funding than mostly white… https://t.co/zmZQJvzzdh,2019-03-02 14:15:03+00:00,14.8,0.5256,0.134,0.0,0.866,"It's been 40 years since the first episode of Antiques Roadshow. 🎂
Here are some of the most valuable items uncover… https://t.co/fpqa6R4reu",2019-02-28 07:01:01+00:00,659.88,-0.8271,0.0,-0.288,0.712,Brazil has opened a corruption probe into the Vale SA dam collapse that killed at least 180 people in the southeast… https://t.co/bQ2icOnuaM,2019-03-02 02:32:00+00:00,1.97
-0.7906,0.0,-0.438,0.562,"One dead, two injured in shooting at Melbourne boxing tournament https://t.co/ed1USubV4K",2019-03-02 00:21:49+00:00,26.4,0.6369,0.259,0.0,0.741,Elizabeth Warren continues to underperform among voters who know her best https://t.co/meYqZo69VN https://t.co/HtfJorJgWp,2019-03-02 16:12:03+00:00,10.98,0.4738,0.134,0.0,0.866,RT @TimTebow: Get ready to run because $1M is on the line! #MillionDollarMile premieres March 27 at 9/8c on #CBS! https://t.co/53ehqcELxu,2019-02-20 00:29:45+00:00,59.75,0.7906,0.292,0.0,0.708,"Zhores Alferov, a Russian physicist who won the Nobel Prize for research that underpinned an array of inventions in… https://t.co/8jOakVKUTW",2019-03-02 14:00:15+00:00,18.18,0.0,0.0,0.0,1.0,"Have you caught the the new series of #TopGear yet? 🚙
The latest episode sees @Matt_LeBlanc and @harrismonkey trave… https://t.co/Fyn3XMifJn",2019-02-27 20:01:08+00:00,60.08,0.0,0.0,0.0,1.0,"RT @nprpolitics: After Jay Inslee announced his campaign for president, we've updated our guide to who's in, who might be in, and who is ta…",2019-03-02 02:30:02+00:00,0.12
0.0,0.0,0.0,1.0,Northern Land Council to assemble full council meeting without Minister https://t.co/aO1rncS88c,2019-03-01 23:55:25+00:00,21.35,-0.8225,0.0,-0.322,0.678,An 11-year-old girl is facing a first-degree child abuse charge after she assaulted a 1-year-old boy she was babysi… https://t.co/Xh2689dysf,2019-03-02 16:01:04+00:00,18.03,0.0,0.0,0.0,1.0,"On this day in #CBStory, 2/19/72, Sammy Davis Jr. dropped in on the Bunkers in All in the Family episode ""Sammy's V… https://t.co/BlbF2p4UPP",2019-02-19 23:30:00+00:00,92.18,-0.296,0.0,-0.104,0.896,"The Azores, no. 9 on our 52 Places To Go list, are subtropical volcanic islands with mystical green lushness, overs… https://t.co/hBqoCt2r1U",2019-03-02 13:42:04+00:00,19.97,0.0258,0.102,-0.098,0.8,"If you missed #InsideTheFactory last night on @BBCTwo, make sure you catch it on @BBCiPlayer for some mesmerising w… https://t.co/MgQvNOmRAR",2019-02-27 19:01:03+00:00,59.93,0.0,0.0,0.0,1.0,"RT @npratc: Nonreligious exemptions to vaccination requirements are permitted in 17 states, but after this winter’s outbreaks of measles, t…",2019-03-02 02:29:55+00:00,0.35
0.4019,0.278,0.0,0.722,Does heat help or hinder solar panels? https://t.co/T938fGw1Mr,2019-03-01 23:34:04+00:00,6.43,-0.6705,0.0,-0.268,0.732,"Federal officials say there wasn't enough evidence to ""pursue federal criminal civil rights charges against"" a form… https://t.co/o5FSOxvjdo",2019-03-02 15:43:02+00:00,11.95,0.0,0.0,0.0,1.0,"Each of these creepy characters from the classic @TheTwilightZone can be watched with the lights on, through your f… https://t.co/vZAjRokZd0",2019-02-19 21:57:49+00:00,38.02,-0.296,0.0,-0.099,0.901,"RT @JohnBranchNYT: Think you’re worried about climate change? Imagine the Iditarod. More than any athletes, mushers are on the front lines.…",2019-03-02 13:22:06+00:00,21.9,0.0,0.0,0.0,1.0,"Rolls, cobs, barms, teacakes... what do you call these round bread formations? 👇🍞
👉 https://t.co/7kYux2XRPj https://t.co/Jnqx4yJddg",2019-02-27 18:01:07+00:00,0.0,0.3182,0.133,0.0,0.867,"RT @nprmusic: Watch @BrunoMars and @iamcardib team up in the new video for ""Please Me."" https://t.co/9aSbkVY2wK",2019-03-02 02:29:34+00:00,39.02
0.0,0.0,0.0,1.0,'Completely inappropriate' for university to host Fringe nightclub https://t.co/LeUJqfGTtM,2019-03-01 23:27:38+00:00,9.4,0.4404,0.172,0.0,0.828,"The week in good news: A record-breaking baby, a giant sloth and new Dr. Seuss https://t.co/MgQzpDAKqS https://t.co/Glg3unxuDK",2019-03-02 15:31:05+00:00,29.98,0.7506,0.299,0.0,0.701,Nobody does it like Nikki Newman. Congratulations to @MelodyThomasSco on her 40th anniversary on @YandR_CBS. Don't… https://t.co/ZIPJsG7PMt,2019-02-19 21:19:48+00:00,109.8,0.0,0.0,0.0,1.0,"Michael J. Fox: ""I'd developed a relationship with Parkinson's, where I gave the disease its room to do what it nee… https://t.co/OZAZJSqnB1",2019-03-02 13:00:12+00:00,19.15,0.5423,0.149,0.0,0.851,The Underwater Photographer of the Year award has gone to the diver who captured this snapshot of a shark feeding f… https://t.co/of3PSaYYG2,2019-02-27 18:01:07+00:00,53.4,0.0,0.0,0.0,1.0,Delta Airline Pilot Leaves A Handgun In The Cockpit Of A Jet https://t.co/lXgqWLIdHX,2019-03-02 01:50:33+00:00,5.0
-0.5859,0.0,-0.407,0.593,Emergency warnings issued for bushfires east of Melbourne https://t.co/LC7XMqgByz,2019-03-01 23:18:14+00:00,15.32,0.0,0.0,0.0,1.0,A piece of Antarctica twice the size of New York City may soon break off https://t.co/OoqdEHSrEv https://t.co/TOI83y6bbL,2019-03-02 15:01:06+00:00,17.03,0.0,0.0,0.0,1.0,Learn about Black History with @CCHPounder and CBS. #BlackHistoryMonth https://t.co/bCxsQ2L6sT,2019-02-19 19:30:00+00:00,60.0,0.6369,0.174,0.0,0.826,"Modern Love: ""My therapist believed that if you wanted to manifest something in your life, you needed to focus your… https://t.co/w5IRJf2rWh",2019-03-02 12:41:03+00:00,18.97,-0.4019,0.0,-0.109,0.891,"RT @bbcpress: ""I'm going to go travelling with a blind man who I've never met before""
@sarapascoe's new doc #TravellingBlind is part of #Cr…",2019-02-27 17:07:43+00:00,6.68,-0.6808,0.0,-0.359,0.641,Protests Against Algerian President's Bid For Fifth Term End In Chaos https://t.co/izcMNlpBA3,2019-03-02 01:45:33+00:00,5.55
0.0,0.0,0.0,1.0,Christopher Pyne bows out of politics as Morrison reshuffles Cabinet https://t.co/UBDCoQiALc,2019-03-01 23:02:55+00:00,10.3,-0.0258,0.0,-0.052,0.948,Four women who left food and water for migrants in the Arizona desert have been fined and sentenced to probation. https://t.co/9pUSbWui33,2019-03-02 14:44:04+00:00,5.43,0.0,0.0,0.0,1.0,Learn about Black History with @shemarmoore and CBS. #BlackHistoryMonth https://t.co/ubw3xRWWk9,2019-02-18 18:30:00+00:00,1089.57,0.0,0.0,0.0,1.0,RT @mikiebarb: This week's Daily newsletter is out! How we cover (or don't cover) culture. Turning a 7-hour hearing into a 30 minute episod…,2019-03-02 12:22:05+00:00,21.78,0.0,0.0,0.0,1.0,"Incredible. Floriane has partial paralysis, but this man-made exoskeleton allows her to walk, practically hands-fre… https://t.co/001kff2x9j",2019-02-27 17:01:02+00:00,13.8,0.0,0.0,0.0,1.0,"In February, scientists started releasing genetically engineered mosquitoes in a high-security lab in Italy. 

Here… https://t.co/yHhx1olzS2",2019-03-02 01:40:00+00:00,58.0
0.0,0.0,0.0,1.0,3D printer developed for making living human ears https://t.co/tPa7Vx1KtQ,2019-03-01 22:52:37+00:00,0.0,0.4215,0.123,0.0,0.877,"Is America getting any closer to electing the president by popular vote?

“This is not a partisan issue. It looks l… https://t.co/HSA8NNeBAz",2019-03-02 14:38:38+00:00,6.6,0.0,0.0,0.0,1.0,"Attn Viewers: #CBS Sunday schedule is on time tonight with all new episodes of #60Minutes, #GodFriendedMe, #NCISLA, and #MadamSecretary.",2019-02-18 00:20:26+00:00,287.43,0.0,0.0,0.0,1.0,He didn’t discover a new Rembrandt painting by scouring remote churches or picking through the attics of European c… https://t.co/rMMfEGYw7r,2019-03-02 12:00:18+00:00,28.3,0.6369,0.135,0.0,0.865,"RT @BBCOne: Ah French 🇫🇷, the language of love, and Dutch 🇳🇱, from the land of tulips. 

With that in mind, here's how to say lots of words…",2019-02-27 16:47:14+00:00,68.68,0.0,0.0,0.0,1.0,"YouTube says it has already disabled comments on ""tens of millions of videos that could be subject to predatory beh… https://t.co/EhalssAwbr",2019-03-02 00:42:00+00:00,9.95
-0.5994,0.0,-0.302,0.698,Warmbier parents blast North Korean leader for son's death https://t.co/rdSjyI9zHu,2019-03-01 22:52:37+00:00,17.53,-0.6249,0.124,-0.277,0.599,A war hero’s rescue caught on camera. See the moment George H.W. Bush was miraculously pulled from enemy waters.… https://t.co/UWwQuBbmNT,2019-03-02 14:32:02+00:00,16.97,0.0,0.0,0.0,1.0,Learn about Black History with @JOEtheMORTON and CBS. #BlackHistoryMonth https://t.co/mcVt25dvSz,2019-02-17 19:33:00+00:00,1413.0,0.0,0.0,0.0,1.0,"RT @nytopinion: There are parallels between my testimony before Congress in 1973, about President Richard Nixon, and Michael Cohen’s testim…",2019-03-02 11:32:00+00:00,25.87,0.0,0.0,0.0,1.0,"RT @BBCCasualty: In 3 Days...
#CasualtyXHolby
Saturday 8.40pm on @BBCOne https://t.co/4dLg5dUM07",2019-02-27 15:38:33+00:00,97.43,-0.4939,0.0,-0.286,0.714,Brazil Investigates Possible Corruption Related To Dam Collapse https://t.co/0iaaBEpMMR,2019-03-02 00:32:03+00:00,10.05
0.296,0.155,0.0,0.845,"Sunscreen, fans and mushroom mulch helping grape growers hang on to vintage  https://t.co/NavmMFMbn1",2019-03-01 22:35:05+00:00,0.0,0.0,0.0,0.0,1.0,President Trump is scheduled to address CPAC conference today on the heels of his second summit with Kim Jong Un… https://t.co/j2s4Cjp9wp,2019-03-02 14:15:04+00:00,0.68,0.7579,0.333,0.0,0.667,"Memorable performances, heartfelt acceptance speeches, and eye-catching fashions. Watch the 61st Annual #GRAMMYs no… https://t.co/OEDl2RnDas",2019-02-15 20:00:00+00:00,239.98,0.0,0.0,0.0,1.0,"Explore the cities, countries, regions and states in this year's ""52 Places to Go"" through these 52 books https://t.co/FFINXDblrJ",2019-03-02 11:06:08+00:00,17.13,0.4019,0.124,0.0,0.876,An interesting listen for the commute home: The Digital Human explores the issue of 'snake oil' remedies edging out… https://t.co/DPkRFFFDcf,2019-02-27 14:01:07+00:00,35.4,0.0,0.0,0.0,1.0,"While most 2020 Democratic candidates' policies may not meet necessary criteria to be defined as ""reparations,"" man… https://t.co/s6Dpo6254J",2019-03-02 00:22:00+00:00,20.0
0.5106,0.171,0.0,0.829,'My goat was my ring bearer': Lilly the prize doe delivers on farmer bride's big day  https://t.co/lXc3KPGg9a,2019-03-01 22:35:05+00:00,6.32,0.0,0.0,0.0,1.0,"Commentary:

Michael @Smerconish says the “most telling news event of the week” wasn't Michael Cohen — but Joe Bide… https://t.co/lrxB1BSwt4",2019-03-02 14:14:23+00:00,13.25,0.4588,0.2,0.0,0.8,Pop star @Camila_Cabello's colorful performance of “Havana” will have you feeling like you’ve escaped to Cuba. Chec… https://t.co/hYZ6JH5fNG,2019-02-15 16:00:01+00:00,934.73,0.2144,0.104,0.0,0.896,"Cough medicines may help a little, but they do not cure or shorten the duration of a cough https://t.co/DiZC9wm8uU",2019-03-02 10:49:00+00:00,16.95,0.0,0.0,0.0,1.0,It's going to be EPIC! #RedNoseDay is on Friday 15th March: https://t.co/zY4ypdAvRi,2019-02-27 13:25:43+00:00,25.72,0.2263,0.095,0.0,0.905,Canada says it will allow the extradition hearing against the chief financial officer at Chinese tech giant Huawei… https://t.co/rwwVHvDAIx,2019-03-02 00:02:00+00:00,20.0
0.2023,0.096,0.0,0.904,'I can actually live in my dream': Rare scholarship gives new start for top asylum seeker student https://t.co/FYbDjNi0xt,2019-03-01 22:28:46+00:00,0.0,0.2023,0.129,-0.095,0.776,"Grand Canyon National Park turned 100 this past week, and this photographer is worried about its preservation. He h… https://t.co/T8mWPNXjOU",2019-03-02 14:01:08+00:00,16.07,0.7845,0.294,-0.058,0.648,"RT @thegoodfight: Okay, #QueenBaranski is seriously #ValentinesDay look perfection. 😍
For more @CBS outfit inspo head to @CBSWatch at https…",2019-02-15 00:25:17+00:00,9.42,-0.4215,0.139,-0.241,0.62,"RT @paula_span: What can help prevent, delay or slow dementia?  Not supplements. FDA just warned a bunch of makers to stop making #Alzheime…",2019-03-02 10:32:03+00:00,14.1,0.0,0.0,0.0,1.0,"You are cordially invited to One Red Nose Day and a Wedding 🎊 

@AndieMacDowell3, @HackedOffHugh, @JohnHannah and t… https://t.co/gXGBX6lAuV",2019-02-27 13:00:00+00:00,58.97,0.5994,0.246,0.0,0.754,"Millions of government workers and contractors hold government security clearances, and the president can grant the… https://t.co/mmxGKK1uDd",2019-03-01 23:42:00+00:00,15.85
0.0,0.0,0.0,1.0,"'You could chase drugs all day for that high': At Wandoo, a graduation marks a new beginning https://t.co/RYkXHYSur9",2019-03-01 22:28:46+00:00,1.03,0.1027,0.072,0.0,0.928,The chairman of the House Foreign Affairs Committee called for freshman Democratic Rep. Ilhan Omar to apologize aft… https://t.co/FEz1DOX7yh,2019-03-02 13:45:04+00:00,14.0,0.0772,0.14,0.0,0.86,RT @startrekcbs: Who's your Number One? #ValentinesDay #StarTrekDiscovery https://t.co/oHmsqJghfz,2019-02-15 00:15:52+00:00,10.73,0.0,0.0,0.0,1.0,"Lake Baikal in Siberia is the world’s deepest lake and Unesco calls it “the Galápagos of Russia"" https://t.co/tNHlAtbOG0",2019-03-02 10:17:57+00:00,17.18,0.0,0.0,0.0,1.0,"The most expensive food in Spain, by weight, are angulas (baby eels), costing up to €1000 per kilo!  😮🇪🇸💰
👉… https://t.co/UAP3wtNTGx",2019-02-27 12:01:02+00:00,110.5,-0.5106,0.0,-0.18,0.82,A federal judge has declared exempting women from the Selective Service registration requirement violates the Const… https://t.co/r8Sk0zoqC9,2019-03-01 23:26:09+00:00,24.15
0.0,0.0,0.0,1.0,#ANALYSIS: 'Where was the anger?': Parliament turns away from cluster of child suicides https://t.co/HKUdJdmUyW,2019-03-01 22:27:44+00:00,3.37,0.0772,0.067,0.0,0.933,A number of resorts are offering non-traditional lodging so visitors can be close to the world around them without… https://t.co/47jevvI5mk,2019-03-02 13:31:04+00:00,5.85,0.6369,0.198,0.0,0.802,"Love comes in many forms, as evidenced by @CBSWatch's look at classic and current CBS couples. #ValentinesDay  https://t.co/gtXOsmSIGC",2019-02-15 00:05:08+00:00,25.65,-0.4404,0.0,-0.116,0.884,"RT @BenHoffmanNYT: The top-five block percentage seasons in NBA history (min. 100 blocks):
1. Manute Bol, 10.8
2. Manute Bol, 10.8
3. Manut…",2019-03-02 10:00:46+00:00,14.48,0.0,0.0,0.0,1.0,RT @bbcpress: BBC and ITV confirm proposals for BritBox - a new transformational streaming service: https://t.co/LAPQhbfiyc https://t.co/z4…,2019-02-27 10:10:32+00:00,34.58,0.5584,0.16,0.0,0.84,"Meet Pepe, Flame and Jenga. They're another kind of super athlete on a one-name basis with fans — sled dogs prepari… https://t.co/GvbHmluopr",2019-03-01 23:02:00+00:00,15.75
-0.5859,0.0,-0.275,0.725,Kurdish forces 'launch final assault' on last Islamic State-held territory https://t.co/ggyc4WZa9k,2019-03-01 22:24:22+00:00,3.32,-0.6705,0.0,-0.268,0.732,"Federal officials say there wasn't enough evidence to ""pursue federal criminal civil rights charges against"" a form… https://t.co/oFr1ZciaH3",2019-03-02 13:25:13+00:00,24.08,0.6114,0.285,0.0,0.715,RT @LifeInPiecesCBS: Happy #ValentinesDay to you and yours! ❤️ https://t.co/LNH2EA7ayo,2019-02-14 23:39:29+00:00,7.03,0.0,0.0,0.0,1.0,"“If We Can Keep It” by Michael Tomasky is a “sweeping, rollicking, sometimes breezy political and cultural back sto… https://t.co/3mHr2AJ0lQ",2019-03-02 09:46:17+00:00,16.15,0.6808,0.252,-0.071,0.677,"RT @BBCBusiness: Would you be happy commuting in a bus which has no driver? 
Well, head to Switzerland for the chance to do just that...

[…",2019-02-27 09:35:57+00:00,9.03,0.0772,0.067,0.0,0.933,RT @nprpolitics: NEW: Former Trump campaign chairman's Paul Manafort’s attorneys asked a federal judge for a lighter sentence on Friday in…,2019-03-01 22:46:15+00:00,4.25
